@relation large.json
@attribute id integer
@attribute owner string
@attribute content string
@data
12009,'','Bug 912388 - Show empty overlay when all videos are unplayable\n- checks if dialog has to be updated, when `metadataQueue` has been fully processed'
12008,'','Bug 913895 - [homescreen] move swipe threadshold from percentage to abso...\n...lute px'
12007,'',"Bug 826325 - preventDefault all mozbrowserwindowopen events so that Gecko won't attempt to open them\nWith the patch in Bug 826325, Gecko is altered so that if you don't call preventDefault on these events, they'll fall through and be sent to Gecko's normal window.open code code paths:\r\n\r\nhttp://mxr.mozilla.org/mozilla-central/source/xpfe/appshell/src/nsContentTreeOwner.cpp#845\r\n\r\nTo maintain its old behavior, Gaia should just always call preventDefault()"
12006,'',"bug 826325 - preventDefault all mozbrowserwindowopen events so that Gecko won't attempt to open ones we ignore\nCalling preventDefault on all these maintains the same behavior they had before."
12005,'','Bug 913782 - [Keyboard] Update build settings for 3rd party keyboard...\n... support'
12004,'','Integration tests share code\n'
12003,'','bug 913701, fix burning browser db operator variant customization test.\n'
12002,'','Bug 908947 - Use HTML import polyfill for Usage DOM\n'
12001,'','Bug 908953 - Use HTML import polyfill for dialer dom r=rik\nJust moves commend HTML out of dialer/index.html and uses our conventions in LazyLoader to import from HTML imports. Has no performance impact.'
12000,'','bug 898409, 898410\nData + MMS settings customization by SIM MCC/MNC pair.\r\nUnit tests for Data + MMS settings customizations.'
11999,'','Bugzilla/913610/lockscreen\n'
11998,'','Bug 913625 - Resolve flakey test issues with email reply tests r=lightso...\n...fapollo (jrburke did work in other bug)'
11997,'',"Bug 905208 - Implemented the banner when a new message of a thread arrive\nI've implemented the banner mechanism to notify the user that there are new messages in their current SMS Thread."
11996,'','Bug 833149 - Search Suggestions (WIP)\nThis is a work in progress, currently just prints content of search suggestions to the console.'
11995,'','Bug 917946 - Add Gaia-marionette tests for the settings app \nThis is a proof-of-concept / request for feedback regarding this approach to writing js integration tests.\r\n\r\nIt includes a `Base` app object which other app objects can extend in order to inherit common functionality.\r\nIt includes a starting point for a `Settings` app object, as well as a `BluetoothPanel` region object.\r\n\r\nNot having a lot of experience writing object oriented Javascript I may have done some things that are not ideal, so I am eager to hear feedback/suggestions. I will add specific comments to the pull request in areas where I am unsure about what I did.\r\n\r\nPinging @lightsofapollo and @gaye for comments, but any and all feedback is welcome.\r\n'
11994,'',' marionette vbump\n'
11993,'','Bug 911086 - [CONTACTS] Export to Media option should only be active if there is a Media card in the device\n'
11992,'','[Clock] Bug 913468 Simplify clock banner notification and add unit test\nRefactor banner notice:\r\n\r\n* Use shared template.js to remove HTML from `banner.js`\r\n* Convert Banner to a constructor function and instantiate a new banner for each alarm notice\r\n* Add unit tests'
11991,'','Bug 909708 - [CONTACTS] On Export contacts "To SIM" option is active when there isn\'t a SIM card in the device.\n'
11990,'','Bug 891734 - Add a test app for OTA status changes r=me\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=891734'
11989,'','Bug 913385 - Hardware testing app\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=913385\r\n\r\nThis app should integrates several hardware tests like:\r\nLCD colors, Vibrator, Physical buttons, Touch screen and etc.\r\nPlease check https://etherpad.mozilla.org/gaia-manual-test-items for the complete list.\r\n\r\nThe current implementation is based on the UITest in gaia/test_apps.'
11988,'','Bug 913360: plural forms for recipients\n'
11987,'','Hardware testing app\nThis app should integrates several hardware tests like:\r\nLCD colors, Vibrator, Physical buttons, Touch screen and etc.\r\nPlease check https://etherpad.mozilla.org/gaia-manual-test-items for the complete list.\r\n\r\nThe current implementation is based on the UITest in gaia/test_apps.\r\n\r\nLink to bugzilla https://bugzilla.mozilla.org/show_bug.cgi?id=913385'
11986,'','Bug 913362: fix activity choice regression\n'
11985,'','Bug 911676 - check navigator.mozTelephony statements robustness\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=911676\r\n\r\n1. hide data icon from quicksettings when mozMobileConnection not exist.\r\n2. use lazyloader for costcontrol.js.'
11984,'',"Bug 913222 - Removing or deplacing apps doesn't work anymore\n"
11983,'','Bug 821186 - [Gaia::Bluetooth] Remove workaround of using deviceStorage in bluetooth transfer after Bug 811615 is fixed\n* Remove workaround of using deviceStorage in Bluetooth transfer.'
11982,'','Bug 913345 - Virtualize homescreen origin\n'
11981,'','Bug 903278 - [Dialer] Hide navbar when user enters contact detail\n'
11980,'','Bug 907505 - [System] Screen_Manager registers duplicated event listener...\nPrevent screen manager to call addEventListener function for the same events type repeatedly.'
11979,'','Bug 835243 -  [OPEN_][Bluetooth]Bluetooth device name can be unrestricted input and does not have limit.\n  - refactor code (take the check part before getting deviceInfo) \r\n  - add a confirm window to ask users rename again or not\r\n  - limit device name with MAX 20 characters\r\n'
11978,'','Bug 905116 - Implement Homescreen Window + Homescreen Launcher\n'
11977,'','Bug 910254 - [Clock] Alarm info layout needs refinement\nRefine alarm UI in `clock.app`\r\n  - add with-repeat status for alarm-item\r\n  - adjust margin of alarm-item'
11976,'','Bug 910254 - [Clock] Alarm info layout needs refinement\nUpdate alarm UI in `clock.app`'
11975,'','Bug 910132 - [Flatfish][Homescreen] add support for large device for por...\n*   To test this patch on nightly:\r\n    1.  ````$ make DEBUG=1 GAIA_DEV_PIXELS_PER_PX=2```` (*)\r\n    2.  to set responsive design window to 1280 x 800 px, enter ```about:config``` and set ```devtools.responsiveUI.presents``` to ```{“key”:”1280x800”, “width”:1280, “height”:800}```\r\n\r\n(*) add `GAIA_DEV_PIXELS_PER_PX=2` option is a temp solution for large device, will followed by `adaptive image support` patch to allow show different size image in same density'
11974,'','Bug 897283 - No scroll in input PUK screen\n'
11973,'','Bug 897283 - No scroll in input PUK screen\n'
11972,'','Bug 907965 - [Gallery] Rotate thumbnail according to EXIF orientation me...\n...tadata'
11971,'','Bug 908946 - Move browser HTML files for syntax highlighting r=benfrancis\n'
11970,'','Bug 913193 - Fix Oauth keys r=lightsofapollo\n'
11969,'','Bug 909336 - [Clock] Implement UI for switching views\n'
11968,'','Bug 896917 - Visual polish and behavior completed\n'
11967,'','Bug 910018 - Visual polish and behavior completed\n'
11966,'','Bug 913141 - Use settingslock.closed in SettingsListener\n'
11965,'','Bug 912539 - [Email] Edit icon not horizontally centered in HD/SD\n[Bug 912539](https://bugzilla.mozilla.org/show_bug.cgi?id=912539)'
11964,'','Bug 908657 - [Messages] the "unread" bit is not always removed when we r...\n...ead a thread r=borja\r\n\r\n* added a markThreadRead in MessageManager, make the code easier to read and it\r\n  will make it easier to use the new method from Bug 912943.\r\n* added a "done" callback that is always called by getMessages\r\n* we always mark the messages as read so removed unnecessary arguments to this\r\n  method\r\n* made renderMessages take a threadId instead of a filter, this was a leftover\r\n  of our conversion to threadId instead of phone numbers'
11963,'','Bug 912998 - [Calendar] Fix layout of Add an Account Screen\n[Bug 912998](https://bugzilla.mozilla.org/show_bug.cgi?id=912998)'
11962,'','Bug 909343 [Clock] Refactor Date Math Utilities\nRefactor `utils.js` to provide methods for:\r\n\r\n* Conversion to milliseconds from objects with duration values, e.g. `{hours: 4, seconds: 12}` (for any combination of hours, minutes, seconds, etc.\r\n* Conversion from millisecond interval to object with duration values.\r\n* Safely add millisecond or objects with duration values to `Date` objects or millisecond counts\r\n* Add tests for datemath conversions'
11961,'','Bug 912995 - [Calendar] Left align text in Calendar dropdowns\n[Bug 912995](https://bugzilla.mozilla.org/show_bug.cgi?id=912995)'
11960,'','Bug 913065: Fallback setImmediate impl for workers\nSee: https://bugzilla.mozilla.org/show_bug.cgi?id=913065'
11959,'','Bug 905089 - [messages] remove the unused and dangerous WaitingScreen.up...\n...date function r=borja'
11958,'','Bug 913073 - Make templates.js gets the first value in case of the template field is an array.\nFixing edition to consider givenName and familyName as arrays.'
11957,'','Bump marionette-helper to 0.0.6\n'
11956,'','Bug 908207 - Fix name creation taking noting givenName and familyName are arrays.\n'
11955,'','Bug 894872 - Memory Card import needs to support contact dedup\n'
11954,'','Bug 913035: add network.json to .gitignore\nSee:  https://bugzilla.mozilla.org/show_bug.cgi?id=913035'
11953,'','Bug 909262 - SIM card is mandatory during FTU\n'
11952,'','bug 910185 - [Contact] Fix z-index problem when navigating panels.\n'
11951,'',"Bug 911767 - [e.me][bug] Long press on pinned cloud apps doesn't toggle edit mode [r=crdlc]\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=911767\r\n\r\nFixed bug - Long pressing any pinned app should toggle edit mode."
11950,'',"[Bug 912386] fix long-tap on app won't prevent normal click [r=crdlc]\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=912386\r\n\r\nWorkaround for probable Gecko bug:\r\n1. Search for any query\r\n2. Long press a cloud app\r\nExpected: A confirmation prompt opens\r\nActual: A confirmation prompt opens, AND app opens in the bg."
11949,'','Bug 907127 - [zffos1.1][Contacts][Import from Gmail] Not able to import ...\n...huge number of contacts'
11948,'','Bug 911958 - [e.me][feature] Configurable collections order by operators in build time\n'
11947,'','Bug 881863 - [Gaia] B2G CDMA UI support for emergency call back mode\nThis Emergency Callback Mode Manager is for:\r\n - Initialize the manager if network type is cdma and regist an event handler for emergency callback mode change.\r\n - Display a notification to showing the system is entered the callback mode with count down timer.\r\n - Popup a dialog for user to notify the mode will block data network and let user decide callback mode should exit or not. '
11946,'','Bug 869434 - SMS App - Support Landscape Mode r=kaze,r=basiclines\n'
11945,'',' Bug 912906 - Extend the unit test timeout to 5 seconds for\n browser_db_test.'
11944,'','Bug 887669 - [Test][System] Unit test for Permission Manager\n'
11943,'',"Bug 911677 - hide phone-related settings if telephony is not available\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=911677\r\n\r\nuse 'navigator.mozTelephony' feature detection to hide phone-related settings"
11942,'','Bug 902758 - [Test][System] Unit test for Call Forwarding.\n'
11941,'','Bug 912554 - [Contacts] Preserve givenName and familyName of the new or ...\n...being edited contact when merging.'
11940,'','Bug 883565 - [Settings] Settings interface for SIM PIN unusable due to UI misplacement \nhttps://bugzilla.mozilla.org/show_bug.cgi?id=883565\r\n\r\nfocus input only after panelready'
11939,'','Bug 895726 - [Buri][Monitor][MMS] Unable to save attachement from Camera(with conflicts fixing)\nFix conflicts in:\r\n - apps/sms/index.html\r\n - apps/sms/js/startup.js'
11938,'','Bug 895726 - [Buri][Monitor][MMS] Unable to save attachement from Camera(with conflicts fixing)\n'
11937,'','Bug 887509 - Homescreen: Scroll applist immediately on touchmove\nChange-Id: Ifa22512423a8d56666fc4da956bfb0fc29223149'
11936,'','Bug 894277 - It should have a prompt when set the wallpaper from gallery\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=894277\r\nthis patch add a close button in overlay when pluggedin mode'
11935,'','Bug 894826 - WIP - [Buri][Gallery] Multiple taps on image edit ok button...\nI need help to test this patch in multiple devices. It fixes the issue on the Unagi I borrowed. I cannot test it on my LG Leo. The Leo is unable to read neither the SD Card nor the internal memory on current master (Bug 874615)'
11934,'','add higher-res Marketplace icon (bug 901134)\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=901134\r\n\r\nr? @timdream or @RudyLu\r\n'
11933,'','Bug 912680 - Prefer underscore_delimited instead of camelCased filenames r=kaze\n'
11932,'','Bug 884199. Show Mexico City as Ciudad de México\n'
11931,'',"Bug 871127 - Second call \nThis pull request also includes the commit for bug 908186 (attention_screen.js). That makes it easier to test but don't review it :)"
11930,'','Bug 882186 - [System] Replace blue offline error page with new UX\n'
11929,'',"Bug 911395 - Only run tests in 'unit' directories, r=Rik, a=test-only\n"
11928,'',' Bug 847032 - [email] IMAP only supports initially-SSL encrypted connections, STARTTLS upgrade not supported from unencrypted cleartext.\nAdds support for STARTTLS in both IMAP and SMTP using mozTCPSocket.upgradeToSecure().'
11927,'','Bug 912541 - Make the performance test work again\n* set the bool pref to be able to use TCPSocket\r\n* dirty hack to be able to call send on the TCPSocket even when Object.create\r\n  was used'
11926,'','Bug 912490 - Adding a css class to handledCall nodes to make them easier to target from marionette tests.\n'
11925,'','Bug 906861 - [Camera] HD Play Button Grey Overlay isnt aligned with whit...\n...e circle boarder\r\n\r\n[\\#906861](https://bugzilla.mozilla.org/show_bug.cgi?id=906861)'
11924,'','Bug 901227 - APN Settings authType field typo error leads to data call e...\n...rror.\r\n\r\nSee bug https://bugzilla.mozilla.org/show_bug.cgi?id=901227 please.'
11923,'','Bug 897393 - Add a sample 3rd-party keyboard app for\ntesting.'
11922,'','Bug 911809 - Copy variant.json at build-time to ftu. r=yurenju\n'
11921,'','Bug 906756 - Algorithms for merging givenName and familyName. Master Con...\n...tact takes precedence'
11920,'','Bug 905563 - long press a item with nodeName |a| should also be able to open new link; fix regression of bug 907056 if long press on nothing, contextMenuHasCalled should be set false\n1. long press a item with nodeName |a| should also be able to open new link\r\n2. fix regression of bug 907056 if long press on nothing, contextMenuHasCalled should be set false'
11919,'',"Bug 911669 - [B2G][Helix][Camera][ouyangming] The flash's state is diffe...\n...rent between the android device when do the same operation"
11918,'','Bug 909374 - [Video] Improve view activity saving feature robustness\n'
11917,'','bug 900838: [System] play poweron video after first repaint\n'
11916,'','Bug 850430 - Switch uses of mozContact to the new constructor.\n'
11915,'','Bug 891723 - Implement preloaded contacts customization by SIM.\n'
11914,'','Bug 905856: support locked media files\n'
11913,'','Bug 912184: use require() to load shared/js files\nSee: https://bugzilla.mozilla.org/show_bug.cgi?id=912184'
11912,'','Bug 911962 - [HD] Followup bug for Settings Icons\n'
11911,'','Bug 883464 - [email/IMAP] Have imap.js stop entering IDLE state, avoid spamming non-IDLE servers with NOOPs. r=asuth\n- We\'re removing the logic that triggers the IDLE or NOOP commands.  The logic was located in the "hey, we\'re all done with this request, let\'s shift it off and call its callback and stuff" region of the mega-function.\r\n\r\n- Our isUnsolicited logic will never return true, but this doesn\'t matter because we never consumed the generated data anyways.\r\n\r\n- We still set isIdle, but nothing cares.  (The isUnsolicited logic checks it, but the ext.idle.state stuff will never change.)\r\n\r\n- The noop/idle timers and associated logic has been removed.\r\n\r\n- Since we really didn\'t intend to be using NOOP/IDLE, we had no unit test coverage of this, so there\'s really no unit tests to update other than the change in timer resets that occur.  (This might potentially fix one or two of our suspicious intermittent failures since the IDLE commands could conceivably be interacting.)\r\n\r\n- In terms of user impact, our connections may time-out and be disconnected by the server somewhat more frequently now, but overall we expect a bandwidth/cpu/battery win.  Probably the most noticeable difference would be for servers like dovecot which have a setting like imap_idle_notify_interval that periodically sends an unsolicited string for NAT/other keep-alive purposes every ~2 minutes.'
11910,'',' Bug 901926 - [Email] Email app stops working if attachment contains an IMAP literal. (fixed landing) r=asuth\n'
11909,'','Bug 912060 - Better and more tested call screen toggling\n'
11908,'','Bug 906887 - [Gallery] HD Play Button Grey Overlay isnt aligned with whi...\n...te circle boarder\r\n\r\n[#906887](https://bugzilla.mozilla.org/show_bug.cgi?id=906887)'
11907,'','Bug 897882 - [Music] Support bluetooth AVRCP 1.0 + 1.3\n'
11906,'','disable intermittent failing test\n'
11905,'','Bug 863662 - Optimize render speed of keyboard\nThis is part of patch for [#863662](https://bugzilla.mozilla.org/show_bug.cgi?id=863662). This brings back the draw time of the keyboard down from ~100 ms. to ~40 ms. (on Geeksphone Keon on mc).'
11904,'',"Remove unused function escapeHTML.js from music's utils.js\n"
11903,'','Bug 911875 - [Homescreen] When user select icon and press home key, selected color is shown on icon\n'
11902,'','Bug 893560 - [System] Display a keyboard switching shortcut on utility tray when a keyboard is in use\nModifications:\r\n\r\n1. Add a fake notification in the utility tray.\r\n2. Bind events on it.\r\n3. Do preventDefault to prevent focus changing while user is in the tray and the list.'
11901,'',"Bug 911903 - [Keyboard] Keyboard app doesn't load the layout engine\n"
11900,'','Bug 896874 - [B2G][Helix][Camera]There is no tone when start or stop a v...\n...ideo recording'
11899,'','Bug 820706 - Hardware button events\n'
11898,'','Bug 908380 - [Video] - Group videos in gallery view by date\n'
11897,'','Bug 911684 - [FTU] hide SIM contact import when not support telephony\n'
11896,'','Bug 902740 - [Test][System] Unit test for Airplane mode\n'
11895,'','Bug 907056 - [Buri][Browser] it will prompt "save video"repeatedly after exit fullscreen when you long press screen repeatedly\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=907056\r\n\r\nadd flag to prevent triggering contextmenu too many times.'
11894,'','Bug 802643 - Remove activity workaround in email app\n'
11893,'','Bug 907177 - [Clock] Add integration tests\nThese tests cause intermittent failures on TravisCI. I am unable to reproduce these failures locally, so I will be pushing to this branch to trigger TravisCI to run.'
11892,'','Bug 907729 - [HD][FTU] Locked Wifi Icons Jump when connecting\n[Bug 907729](https://bugzilla.mozilla.org/show_bug.cgi?id=907729)'
11891,'','Bug 907672 - [HD][Settings] Locked Wifi Connection icon jumps\n[Bug 907672](https://bugzilla.mozilla.org/show_bug.cgi?id=907672)'
11890,'','Bug 911802 - Send manifestURL on appterminated event\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=911802'
11889,'',"Bug 900443 - [SMS] Remove repeated request to Contacts API when retrievi...\n...ng a contact from 'Contacts' activity. r=julienw"
11888,'','Bug 908949 - Move settings DOM into indivdual files r=kaze\nMoves the DOM from a comment node into a separate file. This should generally be exactly the same performance wise as what we have today. You can compare the generated HTML in: profile/webapps/settings.gaiamobile.org/application.zip to the index.html in master.\r\n\r\nOne modification was made to add support for asynchronously loaded panels as this is needed for DEBUG mode. As everything is present on the device, and the callback is fired on the same tick, there should be no performance impact.'
11887,'','Bug 911752 - Use window.open instead of a mozbrowser iframe to display e...\n...xternal url r=arcturus'
11886,'','Bug 909706 - Keyboard manager must wait for applicationready to enumerat...\n...e all keyboard apps'
11885,'','Bug 891729 - Wallpaper customization by SIM \n'
11884,'','Bug 911709 - [MMS] missing l10n entity\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=911709\r\n\r\nThis button label is filled dynamically according to the attachment type. Setting a `data-l10n-id` attribute makes no sense and generates an l10n warning at build time.'
11883,'','Bug 911687 - [Contacts] missing l10n entities\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=911687'
11882,'','Bug 911659 - build script settings.js would return error when setting GA...\n...IA_DEV_PIXELS_PER_PX=1.5'
11881,'','Bug 893554 - Installation wizard should have a hook for 3rd party keyboa...\n...rd application exposing its layout selections'
11880,'','Bug 911039 - Support 3-state DNT settings r=evelyn\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=911039'
11879,'','Bug 835152 - [Browser] Show the address bar whenever the user scrolls up\nadd scroll threshold to detect scroll up/down conditions in current branch'
11878,'','Bug 840915 - [Settings] FDN Support\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=840915'
11877,'','Bug 840915 - [Settings] FDN Support\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=840915\r\n\r\nWIP'
11876,'','Bug 887157 - Support enabling/disabling WAP Push messages globally r=timdream\n'
11875,'','Bug 911576 - [Flatfish] fix bug of unwatch for screen_layout.js\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=911576\r\n\r\n1. fix bug of unwatch function\r\n2. user can check their watching layout by calling | getCurrentLayout(type) |, it will return boolean'
11874,'','Bug 830040 - Undiscoverable ui to initiate bluetooth file transfer in mu...\n...sic app'
11873,'',"Add 3rd-party keyboard (IME) support\nThis is the 3rd time we try to land 3rd-party IME framework.\r\nWe add a new commit 7a824a8b886aee69401ccd3c5ad2a42efc070ed1 here to revert the rename from 'keyboard-frame' to 'keyboards', since this rename would break Gaia UI Tests on TPBL (caused the backout last time).\r\n\r\nPlease help review the last commit 7a824a8b886aee69401ccd3c5ad2a42efc070ed1, thanks."
11872,'','Bug 910997 - Trigger the close event after remove it from layout\nThis logic hurts the idea of "onclose" event since it should be trigged when the Notification is being closed. But I don\'t understand why after the first event is trigged, the others don\'t execute the lines below   |window.dispatchEvent(event);|\r\n\r\nCould anyone explain it?'
11871,'','Bug 911211 - [Call Log] Remove DB upgrade code for version 5\n'
11870,'','Bug 838657 makefile\nMakefile with better sytaxe structure'
11869,'','Bug 901926 - [Email] Email app stops working if attachment contains an IMAP literal. r=asuth\nLand https://github.com/mozilla-b2g/gaia-email-libs-and-more/pull/238'
11868,'','Bug 910975 - Update shell.js webapps event r=fabrice\n'
11867,'','Bug 905849 - UI fixes for select a ringtone interface using pick activity r=davidflanagan\nSelect a ringtone interface is updated to look same as Alerts.'
11866,'','Bug 893800 - Add a way to insert an app on a given position\nreview? @crldc'
11865,'','Bug 902497 - [sms][mms] use the new asynchronous getSegmentInfoText from...\n... bug 903403 for updateSmsSegmentLimit r=schung\r\n\r\n* we don\'t call getSegmentInfoForText more than once every 500ms\r\n* getSegmentInfoForText is now asynchronous and the new code is handling this\r\n* we now do the composeForm dataset type change in ThreadUI. As a result, the\r\n  "type" event, sent by Compose, is not cancelable anymore, because we don\'t use\r\n  this anymore.'
11864,'','Bug 887156 - Add a mechanism to filter WAP Push messages based on a whitelist of source MSISDNs r=timdream\n'
11863,'','Bug 907161 - Remove UA override for domains week starting 2013-08-19 \nThis Pull Request is intended to be applied on both 1.1 and 1.2 branches. \r\nThere should be no differences in between the two branches for this specific file.'
11862,'','Bug 908561 - [Buri] "Add to home screen" wont dismiss the iframe when adding a bookmark, adding a e.me app\n'
11861,'','Bug 909255 - Remeber window disposition activity caller\n'
11860,'','Bug 821673 - Redesign back, menu and close buttons\n'
11859,'','Bug 904006 - Build process customization for operator apps\n'
11858,'','Bug 901989 - [Status Bar] Use font icons as for the status bar\n'
11857,'','Bug 851189 - Move feedback button up one level\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=851189\r\n\r\nAdd sendfeedback function to settings app.'
11856,'','Bug 902847: discard trailing whitespace in latin im to keep it in sync w...\n...ith contenteditable elements'
11855,'','Bug 842220 - Add CDMA data connection icon r=alive\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=842220'
11854,'','Bug 905116 - Implement Homescreen Window\n'
11853,'','Bug 908186 - Listen to mozbrowserresize events to hide or show the atten...\n...tion screen'
11852,'','Bug 893770 - UI test case for reproduce this bug\nCreated a UI test case to reproduce the bug report'
11851,'','Bug 908557 - Remove the affiliated option r=evelyn\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=908557'
11850,'','Bug 910915 - Hacky test case\n'
11849,'','Bug 910876:  Import NobleJS setImmediate polyfill\nSee: https://bugzilla.mozilla.org/show_bug.cgi?id=910876'
11848,'','Bug 907459 - Fixing tests\n'
11847,'',"Bug 902974 - [Music] [User Story] Utility tray should display information about the song when music is still playing\nNote: I'll collapse the PR once I get review, but I figured this would make things a little easier to follow."
11846,'',"909386\n- New Stopwatch API\r\n    - `start()` starts the stopwatch\r\n    - `getElapsedTime()` gets a Date object storing the duration since starting the stopwatch\r\n    - `pause()` pauses the stopwatch\r\n    - `lap()` returns a Date object storing the duration since the last lap, or if no last lap, since starting the stopwatch\r\n    - `reset()` sets the stopwatch's elapsed time back to 0\r\n- Tests\r\n    - tested the API functions in their own suites, leaving out `start()` since its encompassed by the test for `getElapsedTime()`\r\n- Questions\r\n    - not sure if the view needs the model to return a list of all lap times, can the view handle that list itself?\r\n "
11845,'','Add 3rd party keyboard support\n'
11844,'','Bug 910316 - [e.me] Everything.me features in enhanced branch for Firefox OS 1.2 r=crdlc & ran\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=910316\r\n\r\nThis is to group all features implemented in everything.me branch to start a review and land them on master branch. And this is the whole list:\r\n* Homescreen:\r\n  * Convert landing page into a normal grid page (can contain apps)\r\n  * New grid icon type - Collection\r\n  * Enable dragging a grid icon (app/bookmark) onto a Collection\r\n  * Add Collection via grid contextmenu\r\n  * Enable grid-wide banner\r\n  * Remove opacity change on panning\r\n* Collection:\r\n  * Open/close animation\r\n  * Static apps edit mode\r\n  * Long tap Cloud app to pin to top\r\n  * Add Collection settings - add apps, rename\r\n  * Icon design update + icon for collection with less than 3 icons\r\n* Evme search results:\r\n  * Dedup results\r\n  * Improve Installed app categorization logic\r\n  * Enable bookmarks in results as well\r\n  * Add Marketplace download suggestions\r\n  * Remove result click animation\r\n  * Remove new result animation\r\n  * Show browser app when query is URL\r\n  * Allow saving a query as a collection'
11843,'','Bug 910170 - Disable action button when no contact is selected\n'
11842,'','Bug 898326 upsidedown hd\n'
11841,'','Bug 910742 - Fix unreliable ModifyEvent tests\n'
11840,'','Bug 908288 - fixing system app intermitent orange failures\n'
11839,'arcturus','Bug 910164 - [Contacts] Contacts to vcard component now provides vcard header and footer r=arcturus\n...eader and footer'
11838,'','Bug 898326 - Quickly tap the switching icon twice that caused image upsi...\n...de down'
11837,'','Bug 910153 - [Email] email address in a plain message body is broken, when multiple sub domains present. r=mcav, r=psingapati\nland https://github.com/mozilla-b2g/gaia-email-libs-and-more/pull/243'
11836,'','[Bug 908513] fix shortcuts translations issue [r=crdlc]\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=908513\r\n\r\n* Make sure to always use the most valid translation OR default to the original one if there\'s nothing more suitable.\r\n* When sending to the API to update icons, they sometimes come back in a different order, so they\'re now reordered according to the user\'s original order.\r\n* Changed "language changed" event to "localized", since sometimes the methods ran before the new translations were ready - which caused the code to use the old translation.'
11835,'','Bug 891443 - avoid redirecting every url started with https://www.mozilla.org in FTU\n'
11834,'','Settings/bug 908628 v1 train\n'
11833,'','Bug 904005 - Generate internal json conf file for remote custom single variant apps at build time. r = yurenju\n'
11832,'','Bug 905116 - Implement Homescreen Window\n'
11831,'','Bug 905116 - Implement Homescreen Window\n'
11830,'',"Bug 909906 - [B2G][Buri][1.2][Facebook] Importing contacts from facebook...\n... displays Error message:'Invalid App ID: 123456'"
11829,'','Bug 900870 - Register to onpairedstatuschanged and remove bluetooth-pairedstatuschanged system message r=evelyn\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=900870'
11828,'','Bug 907443 - declare callsHandler.activeCall correctly (regression of bug 902983)\n'
11827,'','Bug 904068 - Implement build/settings.py in javascript\n'
11826,'','Bug 895726 - [Buri][Monitor][MMS] Unable to save attachement from Camera\nContinue the work from https://github.com/mozilla-b2g/gaia/pull/11747. This patch is focused on refine the behavior about viewing attachment with open activity:\r\n - Make sure attachment is open-able even blob mimetype is unsupported but file extension is valid.\r\n - Make sure attachment is savable even file extenion is missing or invalid but mimetype is supported.'
11825,'','Bug 884698 - [Buri][Email]The synchronize option in IMAP account does not work\nHiding the Email synchronize setting for IMAP accounts.'
11824,'',' Bug 884698 - [Buri][Email]The synchronize option in IMAP account does not work\nHide the Synchronize setting for IMAP accounts.'
11823,'',"Bug 898726 - [SMS]Manual inputed receiver's phone number will be overrided after select receiver from contacts\n- Uplift from master 2f62e3aaa1e8421e0d8e536d2b61fa69fb1bd983"
11822,'','Bug 905916 - Add initial integration test and static server plumbing\n'
11821,'','Bug890427 v1 train\n'
11820,'',"Bug 910446: Handle duration changes in Music app\nWith the landing of bug 831224, the duration of MP3 files is\r\ncomputed while they are playing, and updated accordingly. If\r\nthis happens, we distribute a 'durationchange' event to the\r\nrelated apps.\r\n\r\nWith this patch, we handle 'durationchange' in the Music app.\r\nAll we have to do is to update the displayed duration and ensure\r\nthat the end timeout triggers at the end of the track.\r\n\r\nSigned-off-by: Thomas Zimmermann <tdz@users.sourceforge.net>"
11819,'','Disable gallery GD test\n'
11818,'','Revert "Revert "Merge pull request #11777 from evanxd/bug-863999""\nThis reverts commit 9ba0340e02fb857374b390b5ac59bbcd7557dc59.'
11817,'','Bug 910313 - [Clock] Generate DOM from markup source template interpolation \nSplit for review—this will be squashed into a single commit.\r\n\r\nhttps://bugzilla.mozilla.org/show_bug.cgi?id=910313'
11816,'','Bug 903134 - Clean up Trusted UI on mozbrowsererror; r=ferjm\n'
11815,'','Bug 901434 - Rename keyboard permission to input and downgrade to privil...\n...eged apps. r=fabrice'
11814,'','Bug 906775 - ConferenceGroupHandler\n'
11813,'','Bug 887663 - Receiving contact as a VCARD via Bluetooth\n'
